
		=====| REDE NEURAL ARTIFICIAL EVOLUTIVA |=====

	OBJETIVO: Aprendizado da Funcao Logica P E Q.

	Licoes:
	 LICAO    P    Q  (Resultado Esperado)
	+------+----+----+---------------------+
	(1) - 0   0   0
	(2) - 0   1   0
	(3) - 1   0   0
	(4) - 1   1   1


	Learning Rate: 0.20
	Sinapse Threshold: 0.60
	Populacao MAXIMA: 300.
	3 MUTACOES a cada sequencia de 5 GERACOES.
	TOTAL de GERACOES: 10.




	INICIO DO TREINAMENTO: Dia: 8   Mes: 5   Ano: 2024

Dia da Semana: 3.
14:4:7.


	 TABELA DE INDIVIDUOS:
| 	(1) 	| numero = 1 	| endr = 0067FE80 	| err = 0 	| 1 -> 2 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 378 	| endr = 0067FE80 	| err = 0 	| 378 -> 381 	| genes = 0.55,0.24,0.08,0.40,0.53,0.73,	|
| 	(1) 	| numero = 381 	| endr = 0067FE80 	| err = 0 	| 381 -> 382 	| genes = 0.55,0.24,0.08,0.98,0.59,0.75,	|
| 	(1) 	| numero = 382 	| endr = 0067FE80 	| err = 0 	| 382 -> 385 	| genes = 0.58,0.53,0.26,0.98,0.96,0.65,	|
| 	(1) 	| numero = 385 	| endr = 0067FE80 	| err = 0 	| 385 -> 386 	| genes = 0.58,0.53,0.26,0.60,0.31,0.57,	|
| 	(1) 	| numero = 386 	| endr = 0067FE80 	| err = 0 	| 386 -> 389 	| genes = 0.56,0.51,0.24,0.98,0.59,0.75,	|
| 	(1) 	| numero = 389 	| endr = 0067FE80 	| err = 0 	| 389 -> 390 	| genes = 0.56,0.51,0.24,0.73,0.77,0.34,	|
| 	(1) 	| numero = 390 	| endr = 0067FE80 	| err = 0 	| 390 -> 393 	| genes = 0.13,0.68,0.50,0.60,0.31,0.57,	|
| 	(1) 	| numero = 393 	| endr = 0067FE80 	| err = 0 	| 393 -> 394 	| genes = 0.13,0.68,0.50,0.42,0.98,0.34,	|
| 	(1) 	| numero = 394 	| endr = 0067FE80 	| err = 0 	| 394 -> 398 	| genes = 0.59,0.61,0.32,0.73,0.77,0.34,	|
| 	(1) 	| numero = 398 	| endr = 0067FE80 	| err = 0 	| 398 -> 401 	| genes = 0.31,0.29,0.55,0.42,0.98,0.34,	|
| 	(1) 	| numero = 401 	| endr = 0067FE80 	| err = 0 	| 401 -> 405 	| genes = 0.31,0.29,0.55,0.67,0.92,0.43,	|
| 	(1) 	| numero = 405 	| endr = 0067FE80 	| err = 0 	| 405 -> 406 	| genes = 0.19,0.97,0.41,0.10,0.76,0.02,	|
| 	(1) 	| numero = 406 	| endr = 0067FE80 	| err = 0 	| 406 -> 409 	| genes = 0.15,0.65,0.45,0.67,0.92,0.43,	|
| 	(1) 	| numero = 409 	| endr = 0067FE80 	| err = 0 	| 409 -> 417 	| genes = 0.15,0.65,0.45,0.19,0.38,0.27,	|
| 	(1) 	| numero = 417 	| endr = 0067FE80 	| err = 0 	| 417 -> 422 	| genes = 0.30,0.27,0.32,0.54,0.59,0.72,	|
| 	(1) 	| numero = 422 	| endr = 0067FE80 	| err = 0 	| 422 -> 426 	| genes = 0.57,0.26,0.04,0.54,0.59,0.72,	|
| 	(1) 	| numero = 426 	| endr = 0067FE80 	| err = 0 	| 426 -> 430 	| genes = 0.34,0.27,0.54,0.96,0.64,0.55,	|
| 	(1) 	| numero = 430 	| endr = 0067FE80 	| err = 0 	| 430 -> 437 	| genes = 0.95,0.44,0.34,0.33,0.22,0.94,	|
| 	(1) 	| numero = 437 	| endr = 0067FE80 	| err = 0 	| 437 -> 438 	| genes = 0.61,0.93,0.56,0.37,0.57,0.26,	|
| 	(1) 	| numero = 438 	| endr = 0067FE80 	| err = 0 	| 438 -> 441 	| genes = 0.44,0.90,0.46,0.14,0.36,0.37,	|
| 	(1) 	| numero = 441 	| endr = 0067FE80 	| err = 0 	| 441 -> 445 	| genes = 0.44,0.90,0.46,0.93,0.69,0.50,	|
| 	(1) 	| numero = 445 	| endr = 0067FE80 	| err = 0 	| 445 -> 446 	| genes = 0.40,0.10,0.57,0.87,0.27,0.37,	|
| 	(1) 	| numero = 446 	| endr = 0067FE80 	| err = 0 	| 446 -> 450 	| genes = 0.58,0.89,0.09,0.93,0.69,0.50,	|
| 	(1) 	| numero = 450 	| endr = 0067FE80 	| err = 0 	| 450 -> 453 	| genes = 0.58,0.36,0.22,0.87,0.27,0.37,	|
| 	(1) 	| numero = 453 	| endr = 0067FE80 	| err = 0 	| 453 -> 454 	| genes = 0.58,0.36,0.22,0.09,0.98,0.20,	|
| 	(1) 	| numero = 454 	| endr = 0067FE80 	| err = 0 	| 454 -> 457 	| genes = 0.34,0.01,0.33,0.31,0.68,0.76,	|
| 	(1) 	| numero = 457 	| endr = 0067FE80 	| err = 0 	| 457 -> 458 	| genes = 0.34,0.01,0.33,0.05,0.96,0.44,	|
| 	(1) 	| numero = 458 	| endr = 0067FE80 	| err = 0 	| 458 -> 461 	| genes = 0.14,0.16,0.56,0.09,0.98,0.20,	|
| 	(1) 	| numero = 461 	| endr = 0067FE80 	| err = 0 	| 461 -> 462 	| genes = 0.14,0.16,0.56,0.13,0.77,0.12,	|
| 	(1) 	| numero = 462 	| endr = 0067FE80 	| err = 0 	| 462 -> 465 	| genes = 0.52,0.52,0.20,0.05,0.96,0.44,	|
| 	(1) 	| numero = 465 	| endr = 0067FE80 	| err = 0 	| 465 -> 470 	| genes = 0.52,0.52,0.20,0.25,0.55,0.44,	|
| 	(1) 	| numero = 470 	| endr = 0067FE80 	| err = 0 	| 470 -> 474 	| genes = 0.41,0.61,0.54,0.25,0.55,0.44,	|
| 	(1) 	| numero = 474 	| endr = 0067FE80 	| err = 0 	| 474 -> 477 	| genes = 0.50,0.08,0.26,0.47,0.97,0.49,	|
| 	(1) 	| numero = 477 	| endr = 0067FE80 	| err = 0 	| 477 -> 478 	| genes = 0.50,0.08,0.26,0.95,0.57,0.26,	|
| 	(1) 	| numero = 478 	| endr = 0067FE80 	| err = 0 	| 478 -> 481 	| genes = 0.46,0.45,0.59,0.08,0.60,0.75,	|
| 	(1) 	| numero = 481 	| endr = 0067FE80 	| err = 0 	| 481 -> 482 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 482 	| endr = 0067FE80 	| err = 0 	| 482 -> 485 	| genes = 0.50,0.25,0.50,0.95,0.57,0.26,	|
| 	(1) 	| numero = 485 	| endr = 0067FE80 	| err = 0 	| 485 -> 486 	| genes = 0.50,0.25,0.50,0.91,0.70,1.00,	|
| 	(1) 	| numero = 486 	| endr = 0067FE80 	| err = 0 	| 486 -> 489 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 489 	| endr = 0067FE80 	| err = 0 	| 489 -> 494 	| genes = 0.50,0.25,0.50,0.51,0.41,0.67,	|
| 	(1) 	| numero = 494 	| endr = 0067FE80 	| err = 0 	| 494 -> 497 	| genes = 0.59,0.20,0.31,0.51,0.41,0.67,	|
| 	(1) 	| numero = 497 	| endr = 0067FE80 	| err = 0 	| 497 -> 498 	| genes = 0.59,0.20,0.31,0.69,0.64,0.48,	|
| 	(1) 	| numero = 498 	| endr = 0067FE80 	| err = 0 	| 498 -> 501 	| genes = 0.59,0.20,0.31,0.26,0.96,0.46,	|
| 	(1) 	| numero = 501 	| endr = 0067FE80 	| err = 0 	| 501 -> 502 	| genes = 0.59,0.20,0.31,0.88,0.42,0.30,	|
| 	(1) 	| numero = 502 	| endr = 0067FE80 	| err = 0 	| 502 -> 506 	| genes = 0.38,0.12,0.25,0.69,0.64,0.48,	|
| 	(1) 	| numero = 506 	| endr = 0067FE80 	| err = 0 	| 506 -> 509 	| genes = 0.48,0.54,0.26,0.88,0.42,0.30,	|
| 	(1) 	| numero = 509 	| endr = 0067FE80 	| err = 0 	| 509 -> 513 	| genes = 0.48,0.54,0.26,0.04,0.60,0.16,	|
| 	(1) 	| numero = 513 	| endr = 0067FE80 	| err = 0 	| 513 -> 518 	| genes = 0.18,0.32,0.49,0.51,0.25,0.58,	|
| 	(1) 	| numero = 518 	| endr = 0067FE80 	| err = 0 	| 518 -> 521 	| genes = 0.24,0.44,0.36,0.51,0.25,0.58,	|
| 	(1) 	| numero = 521 	| endr = 0067FE80 	| err = 0 	| 521 -> 522 	| genes = 0.24,0.44,0.36,0.27,0.84,0.02,	|
| 	(1) 	| numero = 522 	| endr = 0067FE80 	| err = 0 	| 522 -> 525 	| genes = 0.24,0.44,0.36,0.91,0.74,0.53,	|
| 	(1) 	| numero = 525 	| endr = 0067FE80 	| err = 0 	| 525 -> 526 	| genes = 0.24,0.44,0.36,0.58,0.50,0.50,	|
| 	(1) 	| numero = 526 	| endr = 0067FE80 	| err = 0 	| 526 -> 529 	| genes = 0.38,0.17,0.56,0.27,0.84,0.02,	|
| 	(1) 	| numero = 529 	| endr = 0067FE80 	| err = 0 	| 529 -> 530 	| genes = 0.38,0.17,0.56,0.66,0.95,0.03,	|
| 	(1) 	| numero = 530 	| endr = 0067FE80 	| err = 0 	| 530 -> 541 	| genes = 0.38,0.17,0.56,0.58,0.50,0.50,	|
| 	(1) 	| numero = 541 	| endr = 0067FE80 	| err = 0 	| 541 -> 542 	| genes = 0.39,0.65,0.30,0.87,0.54,0.48,	|
| 	(1) 	| numero = 542 	| endr = 0067FE80 	| err = 0 	| 542 -> 545 	| genes = 0.39,0.65,0.30,0.66,0.95,0.03,	|
| 	(1) 	| numero = 545 	| endr = 0067FE80 	| err = 0 	| 545 -> 546 	| genes = 0.39,0.65,0.30,0.16,0.51,0.23,	|
| 	(1) 	| numero = 546 	| endr = 0067FE80 	| err = 0 	| 546 -> 554 	| genes = 0.53,0.82,0.25,0.87,0.54,0.48,	|
| 	(1) 	| numero = 554 	| endr = 0067FE80 	| err = 0 	| 554 -> 557 	| genes = 0.08,0.44,0.53,0.32,0.12,0.97,	|
| 	(1) 	| numero = 557 	| endr = 0067FE80 	| err = 0 	| 557 -> 558 	| genes = 0.08,0.44,0.53,0.56,0.79,0.57,	|
| 	(1) 	| numero = 558 	| endr = 0067FE80 	| err = 0 	| 558 -> 561 	| genes = 0.08,0.44,0.53,0.03,0.81,0.53,	|
| 	(1) 	| numero = 561 	| endr = 0067FE80 	| err = 0 	| 561 -> 562 	| genes = 0.08,0.44,0.53,0.56,0.79,0.57,	|
| 	(1) 	| numero = 562 	| endr = 0067FE80 	| err = 0 	| 562 -> 565 	| genes = 0.40,0.33,0.46,0.56,0.79,0.57,	|
| 	(1) 	| numero = 565 	| endr = 0067FE80 	| err = 0 	| 565 -> 566 	| genes = 0.40,0.33,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 566 	| endr = 0067FE80 	| err = 0 	| 566 -> 569 	| genes = 0.40,0.33,0.46,0.56,0.79,0.57,	|
| 	(1) 	| numero = 569 	| endr = 0067FE80 	| err = 0 	| 569 -> 570 	| genes = 0.40,0.33,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 570 	| endr = 0067FE80 	| err = 0 	| 570 -> 573 	| genes = 0.27,0.15,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 573 	| endr = 0067FE80 	| err = 0 	| 573 -> 574 	| genes = 0.27,0.15,0.46,0.36,0.81,0.86,	|
| 	(1) 	| numero = 574 	| endr = 0067FE80 	| err = 0 	| 574 -> 577 	| genes = 0.27,0.15,0.46,0.69,0.35,0.74,	|
| 	(1) 	| numero = 577 	| endr = 0067FE80 	| err = 0 	| 577 -> 578 	| genes = 0.27,0.15,0.46,0.59,0.91,0.32,	|
| 	(1) 	| numero = 578 	| endr = 0067FE80 	| err = 0 	| 578 -> 581 	| genes = 0.26,0.53,0.46,0.36,0.81,0.86,	|
| 	(1) 	| numero = 581 	| endr = 0067FE80 	| err = 0 	| 581 -> 586 	| genes = 0.26,0.53,0.46,0.47,0.19,0.49,	|
| 	(1) 	| numero = 586 	| endr = 0067FE80 	| err = 0 	| 586 -> 590 	| genes = 0.99,0.50,0.08,0.47,0.19,0.49,	|
| 	(1) 	| numero = 590 	| endr = 0067FE80 	| err = 0 	| 590 -> 593 	| genes = 0.35,0.39,0.53,0.23,0.07,0.70,	|
| 	(1) 	| numero = 593 	| endr = 0067FE80 	| err = 0 	| 593 -> 594 	| genes = 0.35,0.39,0.53,0.75,0.15,0.82,	|
| 	(1) 	| numero = 594 	| endr = 0067FE80 	| err = 0 	| 594 -> 597 	| genes = 0.35,0.39,0.53,0.10,0.65,0.38,	|
| 	(1) 	| numero = 597 	| endr = 0067FE80 	| err = 0 	| 597 -> 598 	| genes = 0.35,0.39,0.53,0.00,0.68,0.15,	|
| 	(1) 	| numero = 598 	| endr = 0067FE80 	| err = 0 	| 598 -> 601 	| genes = 0.13,0.34,0.56,0.75,0.15,0.82,	|
| 	(1) 	| numero = 601 	| endr = 0067FE80 	| err = 0 	| 601 -> 602 	| genes = 0.13,0.34,0.56,0.83,0.84,0.29,	|
| 	(1) 	| numero = 602 	| endr = 0067FE80 	| err = 0 	| 602 -> 605 	| genes = 0.29,0.60,0.44,0.00,0.68,0.15,	|
| 	(1) 	| numero = 605 	| endr = 0067FE80 	| err = 0 	| 605 -> 606 	| genes = 0.29,0.60,0.44,0.18,0.40,0.22,	|
| 	(1) 	| numero = 606 	| endr = 0067FE80 	| err = 0 	| 606 -> 609 	| genes = 0.19,0.93,0.54,0.83,0.84,0.29,	|
| 	(1) 	| numero = 609 	| endr = 0067FE80 	| err = 0 	| 609 -> 613 	| genes = 0.19,0.93,0.54,0.70,0.19,0.43,	|
| 	(1) 	| numero = 613 	| endr = 0067FE80 	| err = 0 	| 613 -> 614 	| genes = 0.55,0.24,0.08,0.81,0.87,1.00,	|
| 	(1) 	| numero = 614 	| endr = 0067FE80 	| err = 0 	| 614 -> 617 	| genes = 0.55,0.24,0.08,0.70,0.19,0.43,	|
| 	(1) 	| numero = 617 	| endr = 0067FE80 	| err = 0 	| 617 -> 618 	| genes = 0.55,0.24,0.08,0.96,0.44,0.59,	|
| 	(1) 	| numero = 618 	| endr = 0067FE80 	| err = 0 	| 618 -> 621 	| genes = 0.55,0.04,0.11,0.81,0.87,1.00,	|
| 	(1) 	| numero = 621 	| endr = 0067FE80 	| err = 0 	| 621 -> 622 	| genes = 0.55,0.04,0.11,0.18,0.99,0.73,	|
| 	(1) 	| numero = 622 	| endr = 0067FE80 	| err = 0 	| 622 -> 630 	| genes = 0.55,0.04,0.11,0.96,0.44,0.59,	|
| 	(1) 	| numero = 630 	| endr = 0067FE80 	| err = 0 	| 630 -> 633 	| genes = 0.29,0.35,0.45,0.49,0.52,0.84,	|
| 	(1) 	| numero = 633 	| endr = 0067FE80 	| err = 0 	| 633 -> 634 	| genes = 0.29,0.35,0.45,0.94,0.80,0.03,	|
| 	(1) 	| numero = 634 	| endr = 0067FE80 	| err = 0 	| 634 -> 637 	| genes = 0.29,0.35,0.45,0.98,0.59,0.75,	|
| 	(1) 	| numero = 637 	| endr = 0067FE80 	| err = 0 	| 637 -> 749 	| genes = 0.29,0.35,0.45,0.91,0.70,1.00,	|
| 	(1) 	| numero = 749 	| endr = 0067FE80 	| err = 0 	| 749 -> 790 	| genes = 0.93,0.90,0.54,0.51,0.25,0.58,	|
| 	(1) 	| numero = 790 	| endr = 0067FE80 	| err = 0 	| 790 -> 793 	| genes = 0.24,0.44,0.36,0.91,0.74,0.53,	|
| 	(1) 	| numero = 793 	| endr = 0067FE80 	| err = 0 	| 793 -> 806 	| genes = 0.24,0.44,0.36,0.27,0.84,0.02,	|
| 	(1) 	| numero = 806 	| endr = 0067FE80 	| err = 0 	| 806 -> 809 	| genes = 0.38,0.17,0.56,0.58,0.50,0.50,	|
| 	(1) 	| numero = 809 	| endr = 0067FE80 	| err = 0 	| 809 -> 810 	| genes = 0.38,0.17,0.56,0.66,0.95,0.03,	|
| 	(1) 	| numero = 810 	| endr = 0067FE80 	| err = 0 	| 810 -> 301 	| genes = 0.76,0.36,0.55,0.26,0.28,0.71,	|
| 	(1) 	| numero = 301 	| endr = 0067FE80 	| err = 0 	| 301 -> 302 	| genes = 0.46,0.45,0.59,0.95,0.57,0.26,	|
| 	(1) 	| numero = 302 	| endr = 0067FE80 	| err = 0 	| 302 -> 305 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 305 	| endr = 0067FE80 	| err = 0 	| 305 -> 306 	| genes = 0.50,0.25,0.50,0.51,0.41,0.67,	|
| 	(1) 	| numero = 306 	| endr = 0067FE80 	| err = 0 	| 306 -> 309 	| genes = 0.12,0.15,0.55,0.95,0.57,0.26,	|
| 	(1) 	| numero = 309 	| endr = 0067FE80 	| err = 0 	| 309 -> 310 	| genes = 0.12,0.15,0.55,0.49,0.27,0.93,	|
| 	(1) 	| numero = 310 	| endr = 0067FE80 	| err = 0 	| 310 -> 313 	| genes = 0.59,0.20,0.31,0.51,0.41,0.67,	|
| 	(1) 	| numero = 313 	| endr = 0067FE80 	| err = 0 	| 313 -> 318 	| genes = 0.59,0.20,0.31,0.88,0.42,0.30,	|
| 	(1) 	| numero = 318 	| endr = 0067FE80 	| err = 0 	| 318 -> 321 	| genes = 0.38,0.12,0.25,0.88,0.42,0.30,	|
| 	(1) 	| numero = 321 	| endr = 0067FE80 	| err = 0 	| 321 -> 322 	| genes = 0.38,0.12,0.25,0.84,0.51,0.84,	|
| 	(1) 	| numero = 322 	| endr = 0067FE80 	| err = 0 	| 322 -> 325 	| genes = 0.48,0.54,0.26,0.50,0.10,0.81,	|
| 	(1) 	| numero = 325 	| endr = 0067FE80 	| err = 0 	| 325 -> 326 	| genes = 0.48,0.54,0.26,0.00,0.85,0.85,	|
| 	(1) 	| numero = 326 	| endr = 0067FE80 	| err = 0 	| 326 -> 329 	| genes = 0.18,0.32,0.49,0.84,0.51,0.84,	|
| 	(1) 	| numero = 329 	| endr = 0067FE80 	| err = 0 	| 329 -> 333 	| genes = 0.18,0.32,0.49,0.56,0.87,0.06,	|
| 	(1) 	| numero = 333 	| endr = 0067FE80 	| err = 0 	| 333 -> 334 	| genes = 0.39,0.65,0.30,0.97,0.97,0.10,	|
| 	(1) 	| numero = 334 	| endr = 0067FE80 	| err = 0 	| 334 -> 337 	| genes = 0.53,0.82,0.25,0.56,0.87,0.06,	|
| 	(1) 	| numero = 337 	| endr = 0067FE80 	| err = 0 	| 337 -> 341 	| genes = 0.53,0.82,0.25,0.16,0.51,0.23,	|
| 	(1) 	| numero = 341 	| endr = 0067FE80 	| err = 0 	| 341 -> 346 	| genes = 0.67,0.52,0.55,0.32,0.12,0.97,	|
| 	(1) 	| numero = 346 	| endr = 0067FE80 	| err = 0 	| 346 -> 349 	| genes = 0.08,0.44,0.53,0.32,0.12,0.97,	|
| 	(1) 	| numero = 349 	| endr = 0067FE80 	| err = 0 	| 349 -> 350 	| genes = 0.08,0.44,0.53,0.34,0.78,0.43,	|
| 	(1) 	| numero = 350 	| endr = 0067FE80 	| err = 0 	| 350 -> 353 	| genes = 0.40,0.33,0.46,0.36,1.00,0.85,	|
| 	(1) 	| numero = 353 	| endr = 0067FE80 	| err = 0 	| 353 -> 354 	| genes = 0.40,0.33,0.46,0.17,0.97,0.71,	|
| 	(1) 	| numero = 354 	| endr = 0067FE80 	| err = 0 	| 354 -> 357 	| genes = 0.27,0.15,0.46,0.34,0.78,0.43,	|
| 	(1) 	| numero = 357 	| endr = 0067FE80 	| err = 0 	| 357 -> 358 	| genes = 0.27,0.15,0.46,0.86,0.71,0.60,	|
| 	(1) 	| numero = 358 	| endr = 0067FE80 	| err = 0 	| 358 -> 361 	| genes = 0.26,0.53,0.46,0.17,0.97,0.71,	|
| 	(1) 	| numero = 361 	| endr = 0067FE80 	| err = 0 	| 361 -> 366 	| genes = 0.26,0.53,0.46,0.47,0.19,0.49,	|
| 	(1) 	| numero = 366 	| endr = 0067FE80 	| err = 0 	| 366 -> 369 	| genes = 0.35,0.39,0.53,0.47,0.19,0.49,	|
| 	(1) 	| numero = 369 	| endr = 0067FE80 	| err = 0 	| 369 -> 370 	| genes = 0.35,0.39,0.53,0.57,0.97,0.50,	|
| 	(1) 	| numero = 370 	| endr = 0067FE80 	| err = 0 	| 370 -> 373 	| genes = 0.13,0.34,0.56,0.67,0.69,0.68,	|
| 	(1) 	| numero = 373 	| endr = 0067FE80 	| err = 0 	| 373 -> 378 	| genes = 0.13,0.34,0.56,0.40,0.53,0.73,	|
| 	(1) 	| numero = 378 	| endr = 0067FE80 	| err = 0 	| 378 -> 381 	| genes = 0.55,0.24,0.08,0.40,0.53,0.73,	|
| 	(1) 	| numero = 381 	| endr = 0067FE80 	| err = 0 	| 381 -> 382 	| genes = 0.55,0.24,0.08,0.98,0.59,0.75,	|
| 	(1) 	| numero = 382 	| endr = 0067FE80 	| err = 0 	| 382 -> 385 	| genes = 0.58,0.53,0.26,0.98,0.96,0.65,	|
| 	(1) 	| numero = 385 	| endr = 0067FE80 	| err = 0 	| 385 -> 386 	| genes = 0.58,0.53,0.26,0.60,0.31,0.57,	|
| 	(1) 	| numero = 386 	| endr = 0067FE80 	| err = 0 	| 386 -> 389 	| genes = 0.56,0.51,0.24,0.98,0.59,0.75,	|
| 	(1) 	| numero = 389 	| endr = 0067FE80 	| err = 0 	| 389 -> 390 	| genes = 0.56,0.51,0.24,0.73,0.77,0.34,	|
| 	(1) 	| numero = 390 	| endr = 0067FE80 	| err = 0 	| 390 -> 393 	| genes = 0.13,0.68,0.50,0.60,0.31,0.57,	|
| 	(1) 	| numero = 393 	| endr = 0067FE80 	| err = 0 	| 393 -> 394 	| genes = 0.13,0.68,0.50,0.42,0.98,0.34,	|
| 	(1) 	| numero = 394 	| endr = 0067FE80 	| err = 0 	| 394 -> 398 	| genes = 0.59,0.61,0.32,0.73,0.77,0.34,	|
| 	(1) 	| numero = 398 	| endr = 0067FE80 	| err = 0 	| 398 -> 401 	| genes = 0.31,0.29,0.55,0.42,0.98,0.34,	|
| 	(1) 	| numero = 401 	| endr = 0067FE80 	| err = 0 	| 401 -> 405 	| genes = 0.31,0.29,0.55,0.67,0.92,0.43,	|
| 	(1) 	| numero = 405 	| endr = 0067FE80 	| err = 0 	| 405 -> 406 	| genes = 0.19,0.97,0.41,0.10,0.76,0.02,	|
| 	(1) 	| numero = 406 	| endr = 0067FE80 	| err = 0 	| 406 -> 409 	| genes = 0.15,0.65,0.45,0.67,0.92,0.43,	|
| 	(1) 	| numero = 409 	| endr = 0067FE80 	| err = 0 	| 409 -> 417 	| genes = 0.15,0.65,0.45,0.19,0.38,0.27,	|
| 	(1) 	| numero = 417 	| endr = 0067FE80 	| err = 0 	| 417 -> 422 	| genes = 0.30,0.27,0.32,0.54,0.59,0.72,	|
| 	(1) 	| numero = 422 	| endr = 0067FE80 	| err = 0 	| 422 -> 426 	| genes = 0.57,0.26,0.04,0.54,0.59,0.72,	|
| 	(1) 	| numero = 426 	| endr = 0067FE80 	| err = 0 	| 426 -> 430 	| genes = 0.34,0.27,0.54,0.96,0.64,0.55,	|
| 	(1) 	| numero = 430 	| endr = 0067FE80 	| err = 0 	| 430 -> 437 	| genes = 0.95,0.44,0.34,0.33,0.22,0.94,	|
| 	(1) 	| numero = 437 	| endr = 0067FE80 	| err = 0 	| 437 -> 438 	| genes = 0.61,0.93,0.56,0.37,0.57,0.26,	|
| 	(1) 	| numero = 438 	| endr = 0067FE80 	| err = 0 	| 438 -> 441 	| genes = 0.44,0.90,0.46,0.14,0.36,0.37,	|
| 	(1) 	| numero = 441 	| endr = 0067FE80 	| err = 0 	| 441 -> 445 	| genes = 0.44,0.90,0.46,0.93,0.69,0.50,	|
| 	(1) 	| numero = 445 	| endr = 0067FE80 	| err = 0 	| 445 -> 446 	| genes = 0.40,0.10,0.57,0.87,0.27,0.37,	|
| 	(1) 	| numero = 446 	| endr = 0067FE80 	| err = 0 	| 446 -> 450 	| genes = 0.58,0.89,0.09,0.93,0.69,0.50,	|
| 	(1) 	| numero = 450 	| endr = 0067FE80 	| err = 0 	| 450 -> 453 	| genes = 0.58,0.36,0.22,0.87,0.27,0.37,	|
| 	(1) 	| numero = 453 	| endr = 0067FE80 	| err = 0 	| 453 -> 454 	| genes = 0.58,0.36,0.22,0.09,0.98,0.20,	|
| 	(1) 	| numero = 454 	| endr = 0067FE80 	| err = 0 	| 454 -> 457 	| genes = 0.34,0.01,0.33,0.31,0.68,0.76,	|
| 	(1) 	| numero = 457 	| endr = 0067FE80 	| err = 0 	| 457 -> 458 	| genes = 0.34,0.01,0.33,0.05,0.96,0.44,	|
| 	(1) 	| numero = 458 	| endr = 0067FE80 	| err = 0 	| 458 -> 461 	| genes = 0.14,0.16,0.56,0.09,0.98,0.20,	|
| 	(1) 	| numero = 461 	| endr = 0067FE80 	| err = 0 	| 461 -> 462 	| genes = 0.14,0.16,0.56,0.13,0.77,0.12,	|
| 	(1) 	| numero = 462 	| endr = 0067FE80 	| err = 0 	| 462 -> 465 	| genes = 0.52,0.52,0.20,0.05,0.96,0.44,	|
| 	(1) 	| numero = 465 	| endr = 0067FE80 	| err = 0 	| 465 -> 470 	| genes = 0.52,0.52,0.20,0.25,0.55,0.44,	|
| 	(1) 	| numero = 470 	| endr = 0067FE80 	| err = 0 	| 470 -> 474 	| genes = 0.41,0.61,0.54,0.25,0.55,0.44,	|
| 	(1) 	| numero = 474 	| endr = 0067FE80 	| err = 0 	| 474 -> 477 	| genes = 0.50,0.08,0.26,0.47,0.97,0.49,	|
| 	(1) 	| numero = 477 	| endr = 0067FE80 	| err = 0 	| 477 -> 478 	| genes = 0.50,0.08,0.26,0.95,0.57,0.26,	|
| 	(1) 	| numero = 478 	| endr = 0067FE80 	| err = 0 	| 478 -> 481 	| genes = 0.46,0.45,0.59,0.08,0.60,0.75,	|
| 	(1) 	| numero = 481 	| endr = 0067FE80 	| err = 0 	| 481 -> 482 	| genes = 0.46,0.45,0.59,0.04,0.88,0.72,	|
| 	(1) 	| numero = 482 	| endr = 0067FE80 	| err = 0 	| 482 -> 485 	| genes = 0.50,0.25,0.50,0.95,0.57,0.26,	|
| 	(1) 	| numero = 485 	| endr = 0067FE80 	| err = 0 	| 485 -> 486 	| genes = 0.50,0.25,0.50,0.91,0.70,1.00,	|
| 	(1) 	| numero = 486 	| endr = 0067FE80 	| err = 0 	| 486 -> 489 	| genes = 0.50,0.25,0.50,0.04,0.88,0.72,	|
| 	(1) 	| numero = 489 	| endr = 0067FE80 	| err = 0 	| 489 -> 494 	| genes = 0.50,0.25,0.50,0.51,0.41,0.67,	|
| 	(1) 	| numero = 494 	| endr = 0067FE80 	| err = 0 	| 494 -> 497 	| genes = 0.59,0.20,0.31,0.51,0.41,0.67,	|
| 	(1) 	| numero = 497 	| endr = 0067FE80 	| err = 0 	| 497 -> 498 	| genes = 0.59,0.20,0.31,0.69,0.64,0.48,	|
| 	(1) 	| numero = 498 	| endr = 0067FE80 	| err = 0 	| 498 -> 501 	| genes = 0.59,0.20,0.31,0.26,0.96,0.46,	|
| 	(1) 	| numero = 501 	| endr = 0067FE80 	| err = 0 	| 501 -> 502 	| genes = 0.59,0.20,0.31,0.88,0.42,0.30,	|
| 	(1) 	| numero = 502 	| endr = 0067FE80 	| err = 0 	| 502 -> 506 	| genes = 0.38,0.12,0.25,0.69,0.64,0.48,	|
| 	(1) 	| numero = 506 	| endr = 0067FE80 	| err = 0 	| 506 -> 509 	| genes = 0.48,0.54,0.26,0.88,0.42,0.30,	|
| 	(1) 	| numero = 509 	| endr = 0067FE80 	| err = 0 	| 509 -> 513 	| genes = 0.48,0.54,0.26,0.04,0.60,0.16,	|
